time(us),amplitude
5065776, 0.27
5066588, 0.36
5067404, 0.50
5068216, 0.65
5069028, 0.82
5069840, 1.01
5070652, 1.13
5071468, 1.19
5072284, 1.22
5073100, 1.20
5073912, 1.14
5074728, 1.07
5075548, 0.93
5076360, 0.79
5077172, 0.63
5077980, 0.43
5078796, 0.29
5079612, 0.22
5080424, 0.19
5081236, 0.19
5082044, 0.24
5082860, 0.31
5083676, 0.44
5084488, 0.58
5085300, 0.73
5086108, 0.93
5086924, 1.08
5087732, 1.17
5088548, 1.21
5089360, 1.21
5090168, 1.18
5090988, 1.11
5091804, 1.00
5092620, 0.85
5093428, 0.70
5094236, 0.51
5095052, 0.35
5095864, 0.24
5096676, 0.19
5097492, 0.19
5098300, 0.21
5099116, 0.27
5099928, 0.37
5100740, 0.51
5101552, 0.65
5102372, 0.84
5103188, 1.03
5104000, 1.14
5104812, 1.20
5105624, 1.21
5106440, 1.20
5107256, 1.14
5108076, 1.06
5108888, 0.92
5109700, 0.77
5110516, 0.61
5111332, 0.41
5112144, 0.28
5112956, 0.21
5113772, 0.19
5114588, 0.19
5115404, 0.24
5116216, 0.32
5117028, 0.45
5117836, 0.60
5118652, 0.75
5119464, 0.96
5120280, 1.09
5121084, 1.18
5121892, 1.22
5122708, 1.21
5123516, 1.17
5124332, 1.10
5125144, 0.98
5125948, 0.84
5126764, 0.69
5127572, 0.50
5128384, 0.34
5129196, 0.23
5130012, 0.19
5130828, 0.19
5131640, 0.22
5132448, 0.28
5133260, 0.38
5134076, 0.53
5134892, 0.67
5135704, 0.86
5136512, 1.04
5137316, 1.14
5138132, 1.21
5138948, 1.21
5139764, 1.19
5140572, 1.13
5141384, 1.06
5142196, 0.91
5143008, 0.76
5143816, 0.60
5144628, 0.40
5145436, 0.28
5146252, 0.21
5147064, 0.19
5147876, 0.20
5148692, 0.24
5149500, 0.32
5150316, 0.46
5151128, 0.60
5151940, 0.76
5152748, 0.96
5153564, 1.09
5154380, 1.18
5155188, 1.22
5156004, 1.21
5156812, 1.17
5157628, 1.10
5158448, 0.97
5159256, 0.84
5160068, 0.68
5160876, 0.49
5161692, 0.33
5162508, 0.23
5163320, 0.19
5164124, 0.19
5164932, 0.22
5165748, 0.28
5166560, 0.39
5167368, 0.53
5168180, 0.67
5168988, 0.86
5169804, 1.04
5170612, 1.15
5171428, 1.20
5172244, 1.21
5173052, 1.20
5173868, 1.13
5174684, 1.05
5175492, 0.90
5176300, 0.76
5177116, 0.59
5177932, 0.39
5178744, 0.27
5179556, 0.21
5180364, 0.19
5181180, 0.19
5181996, 0.25
5182808, 0.32
5183620, 0.46
5184428, 0.60
5185244, 0.76
5186060, 0.97
5186868, 1.10
5187680, 1.18
5188488, 1.21
5189304, 1.21
5190116, 1.17
5190932, 1.10
5191744, 0.97
5192552, 0.83
5193372, 0.67
5194180, 0.48
5194992, 0.32
5195804, 0.23
5196612, 0.19
5197428, 0.19
5198240, 0.22
5199052, 0.28
5199860, 0.39
5200676, 0.53
5201492, 0.68
5202304, 0.87
5203112, 1.05
5203924, 1.16
5204740, 1.21
5205556, 1.21
5206372, 1.19
5207188, 1.13
5207996, 1.04
5208812, 0.89
5209628, 0.75
5210436, 0.57
5211244, 0.39
5212052, 0.26
5212868, 0.21
5213680, 0.18
5214492, 0.20
5215300, 0.25
5216108, 0.32
5216924, 0.47
5217736, 0.61
5218548, 0.77
5219356, 0.98
5220164, 1.10
5220980, 1.18
5221796, 1.21
5222612, 1.21
5223420, 1.16
5224236, 1.09
5225052, 0.96
5225860, 0.82
5226672, 0.67
5227484, 0.47
5228300, 0.32
5229116, 0.23
5229928, 0.19
5230740, 0.19
5231548, 0.22
5232364, 0.29
5233180, 0.40
5233992, 0.54
5234804, 0.69
5235612, 0.88
5236428, 1.05
5237236, 1.16
5238052, 1.21
5238864, 1.21
5239672, 1.19
5240492, 1.12
5241308, 1.03
5242120, 0.89
5242924, 0.74
5243732, 0.57
5244548, 0.38
5245356, 0.26
5246168, 0.20
5246972, 0.19
5247788, 0.20
5248604, 0.26
5249412, 0.33
5250220, 0.47
5251028, 0.62
5251844, 0.78
5252660, 0.99
5253468, 1.11
5254284, 1.19
5255092, 1.21
5255908, 1.21
5256724, 1.16
5257540, 1.09
5258348, 0.96
5259156, 0.82
5259972, 0.66
5260784, 0.46
5261596, 0.32
5262404, 0.22
5263212, 0.19
5264028, 0.19
5264836, 0.22
5265648, 0.29
5266456, 0.40
5267268, 0.54
5268084, 0.69
5268892, 0.88
5269700, 1.05
5270508, 1.16
5271324, 1.21
5272140, 1.21
5272956, 1.19
5273772, 1.12
5274580, 1.04
5275396, 0.88
5276212, 0.74
5277020, 0.56
5277832, 0.38
5278644, 0.26
5279460, 0.20
5280276, 0.19
5281088, 0.20
5281892, 0.26
5282700, 0.33
5283516, 0.48
5284328, 0.62
5285136, 0.79
5285940, 0.98
5286748, 1.11
5287564, 1.19
5288372, 1.22
5289188, 1.21
5290004, 1.16
5290812, 1.09
5291628, 0.96
5292436, 0.82
5293248, 0.66
5294060, 0.46
5294876, 0.31
5295692, 0.22
5296504, 0.18
5297316, 0.19
5298124, 0.23
5298940, 0.29
5299756, 0.41
5300568, 0.55
5301376, 0.70
5302188, 0.89
5303004, 1.06
5303820, 1.16
5304636, 1.21
5305444, 1.22
5306256, 1.19
5307072, 1.12
5307884, 1.03
5308692, 0.88
5309500, 0.74
5310308, 0.56
5311124, 0.37
5311936, 0.26
5312748, 0.20
5313560, 0.18
5314372, 0.21
5315188, 0.26
5316000, 0.34
5316808, 0.48
5317620, 0.63
5318436, 0.80
5319252, 1.00
5320064, 1.12
5320876, 1.19
5321684, 1.22
5322500, 1.21
5323320, 1.15
5324132, 1.09
5324944, 0.95
5325748, 0.81
5326564, 0.65
5327380, 0.44
5328188, 0.31
5328996, 0.22
5329804, 0.19
5330620, 0.19
5331432, 0.23
5332240, 0.29
5333052, 0.42
5333860, 0.55
5334676, 0.70
5335484, 0.90
5336296, 1.07
5337112, 1.16
5337920, 1.21
5338736, 1.21
5339548, 1.18
5340356, 1.12
5341168, 1.03
5341980, 0.87
5342796, 0.73
5343604, 0.55
5344416, 0.37
5345228, 0.26
5346044, 0.20
5346860, 0.19
5347672, 0.20
5348476, 0.26
5349284, 0.34
5350100, 0.48
5350912, 0.63
5351720, 0.80
5352532, 1.00
5353340, 1.12
5354156, 1.19
5354972, 1.22
5355788, 1.21
5356596, 1.15
5357408, 1.09
5358220, 0.95
5359032, 0.81
5359844, 0.65
5360660, 0.44
5361468, 0.31
5362284, 0.22
5363096, 0.19
5363908, 0.19
5364716, 0.23
5365532, 0.30
5366348, 0.42
5367160, 0.56
5367968, 0.71
5368780, 0.91
5369596, 1.07
5370412, 1.17
5371228, 1.21
5372044, 1.22
5372852, 1.18
5373668, 1.12
5374484, 1.02
5375296, 0.87
5376108, 0.72
5376916, 0.54
5377732, 0.36
5378540, 0.25
5379352, 0.20
5380164, 0.19
5380972, 0.21
5381788, 0.27
5382596, 0.35
5383408, 0.49
5384216, 0.64
5385028, 0.81
5385844, 1.00
5386652, 1.12
5387468, 1.19
5388276, 1.22
5389092, 1.21
5389908, 1.15
5390724, 1.08
5391532, 0.94
5392340, 0.80
5393156, 0.64
5393972, 0.43
5394784, 0.30
5395596, 0.22
5396404, 0.19
5397220, 0.19
5398036, 0.23
5398848, 0.30
5399660, 0.43
5400468, 0.57
5401284, 0.72
5402096, 0.92
5402904, 1.07
5403712, 1.17
5404524, 1.21
5405340, 1.21
5406156, 1.18
5406972, 1.11
5407780, 1.01
5408588, 0.87
5409404, 0.72
5410212, 0.53
5411024, 0.36
5411836, 0.25
5412652, 0.20
5413468, 0.19
5414280, 0.21
5415092, 0.27
5415900, 0.36
5416716, 0.50
5417532, 0.65
5418344, 0.82
5419152, 1.02
5419964, 1.13
5420780, 1.20
5421596, 1.21
5422412, 1.20
5423220, 1.15
5424032, 1.08
5424844, 0.93
5425656, 0.79
5426464, 0.63
5427276, 0.43
5428084, 0.29
5428900, 0.22
5429712, 0.19
5430520, 0.19
5431332, 0.24
5432140, 0.30
5432956, 0.43
5433768, 0.58
5434576, 0.72
5435388, 0.92
5436204, 1.08
5437020, 1.18
5437836, 1.21
5438652, 1.22
5439460, 1.18
5440280, 1.11
5441092, 1.00
5441904, 0.86
5442716, 0.71
5443524, 0.52
5444340, 0.35
5445156, 0.24
5445968, 0.19
5446772, 0.19
5447580, 0.21
5448396, 0.27
5449204, 0.36
5450016, 0.51
5450824, 0.65
5451636, 0.83
5452452, 1.02
5453260, 1.13
5454076, 1.20
5454884, 1.21
5455696, 1.20
5456512, 1.14
5457324, 1.07
5458132, 0.93
5458940, 0.78
5459756, 0.62
5460572, 0.42
5461380, 0.29
5462192, 0.21
5463004, 0.19
5463820, 0.19
5464636, 0.24
5465448, 0.31
5466260, 0.44
5467068, 0.58
5467884, 0.73
5468700, 0.93
5469512, 1.09
5470316, 1.17
5471124, 1.21
5471944, 1.21
5472756, 1.17
5473572, 1.11
5474384, 1.00
5475196, 0.85
5476012, 0.70
5476820, 0.51
5477632, 0.35
5478444, 0.24
5479252, 0.19
5480068, 0.19
5480880, 0.21
5481688, 0.27
5482508, 0.37
5483316, 0.51
5484132, 0.66
5484944, 0.84
5485752, 1.03
5486564, 1.13
5487380, 1.20
5488196, 1.21
5489012, 1.20
5489820, 1.14
5490632, 1.07
5491444, 0.92
5492260, 0.78
5493072, 0.61
5493880, 0.41
5494692, 0.28
5495508, 0.22
5496320, 0.19
5497132, 0.19
5497940, 0.24
5498748, 0.31
5499564, 0.44
5500372, 0.59
5501184, 0.74
5501996, 0.94
5502804, 1.09
5503620, 1.18
5504436, 1.21
5505252, 1.21
5506068, 1.17
5506880, 1.10
5507696, 0.99
5508504, 0.85
5509316, 0.69
5510124, 0.50
5510940, 0.34
5511756, 0.24
5512568, 0.19
5513380, 0.18
5514188, 0.21
5515004, 0.28
5515820, 0.38
5516632, 0.52
5517444, 0.66
5518252, 0.85
5519068, 1.03
5519884, 1.14
5520700, 1.20
5521508, 1.22
5522320, 1.20
5523136, 1.14
5523956, 1.06
5524768, 0.90
5525572, 0.77
5526380, 0.60
5527196, 0.40
5528008, 0.28
5528820, 0.21
5529628, 0.19
5530436, 0.19
5531252, 0.24
5532064, 0.32
5532872, 0.45
5533684, 0.59
5534500, 0.75
5535316, 0.95
5536128, 1.09
5536936, 1.18
5537744, 1.22
5538564, 1.21
5539380, 1.17
5540196, 1.10
5541012, 0.98
5541820, 0.84
5542636, 0.69
5543452, 0.49
5544264, 0.33
5545076, 0.23
5545884, 0.19
5546700, 0.19
5547512, 0.22
5548324, 0.28
5549132, 0.39
5549940, 0.53
5550756, 0.67
5551568, 0.86
5552376, 1.04
5553188, 1.15
5553996, 1.20
5554816, 1.22
5555628, 1.19
5556444, 1.13
5557260, 1.05
5558068, 0.90
5558884, 0.76
5559696, 0.59
5560508, 0.40
5561316, 0.27
5562132, 0.21
5562948, 0.19
5563760, 0.19
5564572, 0.25
5565380, 0.32
5566196, 0.46
5567012, 0.60
5567824, 0.77
5568636, 0.97
5569444, 1.10
5570260, 1.18
5571076, 1.21
5571892, 1.21
5572700, 1.17
5573512, 1.09
5574324, 0.97
5575136, 0.83
5575948, 0.68
5576756, 0.48
5577564, 0.33
5578380, 0.23
5579192, 0.19
5580004, 0.19
5580820, 0.22
5581628, 0.29
5582444, 0.39
5583256, 0.54
5584064, 0.68
5584876, 0.87
5585692, 1.05
5586508, 1.15
5587324, 1.21
5588140, 1.21
5588948, 1.19
5589768, 1.13
5590584, 1.04
5591392, 0.89
5592204, 0.75
5593012, 0.58
5593828, 0.38
5594644, 0.27
5595456, 0.20
5596260, 0.19
5597068, 0.20
5597884, 0.25
5598696, 0.33
5599508, 0.47
5600316, 0.61
5601124, 0.77
5601940, 0.97
5602748, 1.10
5603564, 1.19
5604376, 1.22
5605188, 1.21
5606004, 1.16
5606820, 1.09
5607628, 0.96
5608436, 0.83
5609252, 0.67
5610068, 0.47
5610880, 0.32
5611688, 0.22
5612500, 0.19
5613316, 0.19
5614132, 0.22
5614944, 0.29
5615752, 0.40
5616564, 0.54
5617380, 0.69
5618196, 0.88
5619004, 1.05
5619812, 1.15
5620620, 1.21
5621440, 1.21
5622252, 1.19
5623068, 1.13
5623876, 1.04
5624684, 0.89
5625500, 0.75
5626312, 0.57
5627124, 0.38
5627932, 0.26
5628740, 0.20
5629556, 0.19
5630368, 0.20
5631180, 0.26
5631996, 0.33
5632812, 0.47
5633628, 0.62
5634436, 0.79
5635248, 0.98
5636052, 1.11
5636868, 1.19
5637684, 1.22
5638500, 1.21
5639316, 1.16
5640124, 1.09
5640940, 0.96
5641756, 0.82
5642568, 0.66
5643372, 0.46
5644180, 0.32
5644996, 0.22
5645808, 0.19
5646620, 0.19
5647428, 0.22
5648236, 0.29
5649052, 0.41
5649860, 0.55
5650672, 0.70
5651484, 0.89
5652292, 1.06
5653108, 1.15
5653924, 1.21
5654740, 1.21
5655548, 1.19
5656364, 1.12
5657180, 1.03
5657992, 0.88
5658804, 0.74
5659612, 0.56
5660428, 0.37
5661244, 0.26
5662056, 0.20
5662868, 0.19
5663676, 0.20
5664492, 0.26
5665308, 0.34
5666116, 0.48
5666924, 0.63
5667732, 0.79
5668548, 0.99
5669356, 1.12
5670172, 1.19
5670984, 1.22
5671792, 1.21
5672612, 1.16
5673428, 1.09
5674240, 0.95
5675044, 0.81
5675852, 0.65
5676668, 0.45
5677480, 0.31
5678292, 0.22
5679100, 0.19
5679916, 0.19
5680732, 0.23
5681544, 0.30
5682356, 0.41
5683164, 0.55
5683980, 0.70
5684796, 0.90
5685604, 1.06
5686416, 1.16
5687224, 1.21
5688040, 1.22
5688856, 1.18
5689668, 1.12
5690476, 1.03
5691284, 0.88
5692100, 0.73
5692912, 0.55
5693724, 0.37
5694532, 0.25
5695340, 0.20
5696156, 0.19
5696968, 0.20
5697776, 0.26
5698588, 0.34
5699396, 0.48
5700212, 0.63
5701024, 0.80
5701836, 0.99
5702644, 1.11
5703460, 1.19
5704276, 1.22
5705092, 1.21
5705908, 1.15
5706716, 1.08
5707532, 0.95
5708348, 0.81
5709160, 0.65
5709972, 0.44
5710780, 0.31
5711596, 0.22
5712412, 0.19
5713224, 0.19
5714036, 0.23
5714844, 0.30
5715660, 0.42
5716472, 0.56
5717284, 0.71
5718092, 0.90
5718900, 1.07
5719716, 1.16
5720532, 1.21
5721348, 1.21
5722160, 1.18
5722968, 1.12
5723788, 1.02
5724600, 0.87
5725412, 0.72
5726232, 0.54
5727044, 0.36
5727860, 0.25
5728672, 0.19
5729484, 0.18
5730292, 0.21
5731108, 0.27
5731924, 0.35
5732736, 0.50
5733548, 0.64
5734360, 0.82
5735180, 1.01
5735996, 1.13
5736812, 1.19
5737620, 1.21
5738432, 1.21
5739248, 1.15
5740064, 1.08
5740872, 0.93
5741684, 0.79
5742492, 0.64
5743308, 0.43
5744120, 0.30
5744932, 0.22
5745740, 0.19
5746548, 0.19
5747364, 0.23
5748176, 0.30
5748984, 0.43
5749796, 0.57
5750604, 0.72
5751420, 0.92
5752232, 1.08
5753040, 1.17
5753852, 1.21
5754668, 1.21
5755488, 1.18
5756300, 1.11
5757116, 1.00
5757924, 0.86
5758740, 0.71
5759556, 0.52
5760368, 0.35
5761176, 0.25
5761988, 0.20
5762804, 0.19
5763620, 0.22
5764432, 0.27
5765236, 0.36
5766044, 0.50
5766860, 0.65
5767668, 0.82
5768480, 1.02
5769284, 1.13
5770092, 1.20
5770908, 1.22
5771724, 1.21
5772540, 1.14
5773348, 1.08
5774156, 0.93
5774972, 0.79
5775784, 0.63
5776592, 0.43
5777404, 0.29
5778220, 0.22
5779036, 0.19
5779848, 0.19
5780660, 0.24
5781468, 0.30
5782284, 0.43
5783100, 0.58
5783912, 0.73
5784724, 0.93
5785532, 1.08
5786348, 1.17
5787164, 1.21
5787980, 1.21
5788788, 1.17
5789600, 1.11
5790416, 1.00
5791228, 0.86
5792040, 0.71
5792848, 0.51
5793660, 0.35
5794476, 0.24
5795288, 0.19
5796100, 0.18
5796908, 0.21
5797716, 0.27
5798532, 0.37
5799344, 0.51
5800156, 0.65
5800968, 0.84
5801780, 1.03
5802596, 1.14
5803404, 1.20
5804220, 1.22
5805028, 1.20
5805844, 1.14
5806664, 1.07
5807472, 0.92
5808284, 0.78
5809092, 0.62
5809908, 0.41
5810724, 0.29
5811536, 0.21
5812348, 0.19
5813156, 0.19
5813972, 0.24
5814784, 0.31
5815596, 0.44
5816404, 0.59
5817212, 0.74
5818028, 0.94
5818836, 1.09
5819648, 1.17
5820456, 1.21
5821268, 1.21
5822084, 1.17
5822900, 1.14
5823716, 0.99
5824532, 0.85
5825340, 0.70
5826156, 0.51
5826968, 0.34
5827776, 0.24
5828588, 0.19
5829404, 0.18
5830220, 0.21
5831032, 0.28
5831844, 0.37
5832652, 0.52
5833468, 0.66
5834284, 0.85
5835096, 1.05
5835904, 1.15
5836716, 1.21
5837536, 1.21
5838352, 1.20
5839164, 1.14
5839972, 1.06
5840780, 0.91
5841596, 0.77
5842408, 0.60
5843216, 0.41
5844028, 0.28
5844836, 0.21
5845652, 0.19
5846464, 0.19
5847276, 0.24
5848088, 0.31
5848900, 0.45
5849716, 0.59
5850524, 0.75
5851336, 0.95
5852148, 1.09
5852964, 1.18
5853780, 1.22
5854596, 1.21
5855412, 1.17
5856224, 1.10
5857040, 0.98
5857852, 0.84
5858660, 0.69
5859472, 0.49
5860284, 0.33
5861100, 0.23
5861916, 0.19
5862728, 0.19
5863540, 0.22
5864348, 0.28
5865164, 0.38
5865976, 0.53
5866788, 0.67
5867596, 0.86
5868404, 1.04
5869220, 1.15
5870036, 1.21
5870852, 1.22
5871664, 1.20
5872472, 1.14
5873292, 1.05
5874104, 0.90
5874912, 0.77
5875728, 0.59
5876540, 0.40
5877356, 0.27
5878168, 0.21
5878980, 0.19
5879788, 0.20
5880604, 0.25
5881420, 0.32
5882232, 0.46
5883044, 0.61
5883856, 0.76
5884672, 0.97
5885492, 1.10
5886308, 1.18
5887124, 1.21
5887936, 1.21
5888756, 1.19
5889572, 1.11
5890388, 0.96
5891196, 0.83
5892004, 0.67
5892820, 0.47
5893632, 0.32
5894444, 0.23
5895252, 0.19
5896060, 0.19
5896876, 0.22
5897688, 0.29
5898500, 0.40
5899308, 0.54
5900116, 0.68
5900932, 0.88
5901740, 1.05
5902552, 1.16
5903368, 1.21
5904180, 1.22
5904996, 1.19
5905812, 1.13
5906628, 1.04
5907436, 0.89
5908252, 0.75
5909068, 0.58
5909880, 0.38
5910688, 0.27
5911500, 0.21
5912316, 0.19
5913132, 0.20
5913944, 0.25
5914756, 0.33
5915564, 0.47
5916380, 0.62
5917196, 0.78
5918008, 0.98
5918820, 1.11
5919628, 1.19
5920448, 1.22
5921260, 1.21
5922076, 1.16
5922884, 1.10
5923696, 0.96
5924508, 0.82
5925320, 0.66
5926128, 0.46
5926940, 0.32
5927748, 0.22
5928564, 0.19
5929376, 0.19
5930188, 0.22
5930996, 0.29
5931812, 0.40
5932628, 0.55
5933440, 0.69
5934252, 0.89
5935060, 1.06
5935876, 1.16
5936692, 1.21
5937508, 1.22
5938324, 1.19
5939136, 1.12
5939952, 1.03
5940768, 0.88
5941580, 0.74
5942388, 0.56
5943196, 0.37
5944012, 0.26
5944824, 0.20
5945636, 0.19
5946444, 0.20
5947252, 0.26
5948068, 0.34
5948880, 0.48
5949688, 0.63
5950500, 0.79
5951308, 0.99
5952124, 1.11
5952940, 1.19
5953748, 1.21
5954568, 1.21
5955376, 1.16
5956192, 1.09
5957004, 0.95
5957816, 0.81
5958624, 0.65
5959444, 0.45
5960260, 0.31
5961072, 0.22
5961884, 0.18
5962692, 0.19
5963508, 0.23
5964324, 0.30
5965136, 0.42
5965944, 0.56
5966756, 0.70
5967572, 0.90
5968384, 1.06
5969192, 1.16
5970004, 1.21
5970812, 1.21
5971628, 1.19
5972444, 1.12
5973260, 1.02
5974068, 0.88
5974876, 0.73
5975692, 0.55
5976504, 0.37
5977316, 0.26
5978132, 0.20
5978940, 0.19
5979756, 0.20
5980568, 0.26
5981380, 0.35
5982188, 0.49
5983004, 0.63
5983820, 0.80
5984632, 1.00
5985444, 1.12
5986252, 1.19
5987068, 1.21
5987888, 1.21
5988700, 1.15
5989516, 1.09
5990324, 0.94
5991140, 0.80
5991956, 0.64
5992768, 0.43
5993580, 0.30
5994388, 0.22
5995204, 0.19
5996016, 0.19
5996828, 0.23
5997636, 0.30
5998444, 0.42
5999260, 0.56
6000072, 0.72
6000884, 0.91
6001692, 1.07
6002500, 1.17
6003316, 1.21
6004132, 1.22
6004948, 1.18
6005756, 1.11
6006576, 1.01
6007388, 0.87
6008200, 0.72
6009012, 0.53
6009820, 0.36
6010636, 0.25
6011452, 0.20
6012264, 0.19
6013076, 0.21
6013884, 0.27
6014700, 0.35
6015516, 0.50
6016328, 0.65
6017140, 0.82
6017948, 1.01
6018764, 1.13
6019580, 1.19
6020396, 1.21
6021208, 1.20
6022016, 1.15
6022832, 1.08
6023644, 0.94
6024456, 0.79
6025268, 0.63
6026076, 0.43
6026892, 0.29
6027704, 0.22
6028516, 0.19
6029332, 0.19
6030140, 0.24
6030956, 0.30
6031768, 0.43
6032580, 0.58
6033388, 0.73
6034204, 0.93
6035020, 1.08
6035832, 1.17
6036644, 1.21
6037456, 1.21
6038272, 1.18
6039088, 1.11
6039908, 1.00
6040724, 0.86
6041532, 0.71
6042348, 0.52
6043164, 0.35
6043976, 0.24
6044788, 0.19
6045596, 0.19
6046412, 0.21
6047224, 0.27
6048036, 0.37
6048844, 0.51
6049652, 0.65
6050468, 0.84
6051280, 1.02
6052088, 1.13
6052900, 1.20
6053712, 1.21
6054528, 1.20
6055340, 1.14
6056156, 1.07
6056972, 0.92
6057780, 0.78
6058596, 0.62
6059408, 0.42
6060220, 0.29
6061028, 0.21
6061844, 0.19
6062660, 0.19
6063472, 0.24
6064284, 0.31
6065092, 0.44
6065908, 0.58
6066724, 0.74
6067536, 0.94
6068344, 1.09
6069156, 1.18
6069972, 1.21
6070788, 1.21
6071604, 1.17
6072416, 1.10
6073224, 0.99
6074044, 0.85
6074856, 0.70
6075668, 0.50
6076476, 0.34
6077284, 0.24
6078100, 0.19
6078912, 0.19
6079728, 0.22
6080540, 0.27
6081348, 0.37
6082164, 0.52
6082972, 0.67
6083784, 0.85
6084596, 1.03
6085412, 1.14
6086228, 1.20
6087044, 1.21
6087860, 1.20
6088668, 1.14
6089488, 1.06
6090300, 0.91
6091112, 0.77
6091924, 0.60
6092732, 0.41
6093548, 0.28
6094364, 0.21
6095176, 0.19
6095988, 0.19
6096796, 0.24
6097612, 0.32
6098424, 0.45
6099236, 0.60
6100044, 0.75
6100852, 0.95
6101668, 1.09
6102476, 1.18
6103292, 1.21
6104100, 1.21
6104912, 1.17
6105728, 1.10
6106540, 0.98
6107352, 0.84
6108168, 0.69
6108980, 0.49
6109796, 0.33
6110608, 0.23
6111420, 0.19
6112228, 0.19
6113044, 0.22
6113860, 0.28
6114672, 0.38
6115484, 0.53
6116292, 0.67
6117108, 0.86
6117924, 1.04
6118736, 1.15
6119544, 1.20
6120356, 1.21
6121176, 1.19
6121992, 1.13
6122812, 1.05
6123620, 0.90
6124428, 0.76
6125244, 0.59
6126056, 0.39
6126868, 0.27
6127676, 0.21
6128488, 0.19
6129308, 0.20
6130120, 0.25
6130932, 0.32
6131744, 0.46
6132556, 0.60
6133372, 0.77
6134184, 0.97
6134996, 1.10
6135816, 1.18
6136628, 1.22
6137444, 1.21
6138260, 1.16
6139076, 1.09
6139884, 0.97
6140700, 0.83
6141516, 0.67
6142328, 0.47
6143144, 0.32
6143956, 0.23
6144772, 0.19
6145588, 0.19
6146400, 0.22
6147208, 0.29
6148012, 0.40
6148828, 0.54
6149644, 0.69
6150452, 0.88
6151260, 1.05
6152068, 1.15
6152884, 1.21
6153700, 1.21
6154516, 1.19
6155324, 1.13
6156136, 1.04
6156948, 0.90
6157756, 0.75
6158568, 0.58
6159384, 0.39
6160196, 0.26
6161012, 0.20
6161824, 0.19
6162636, 0.20
6163444, 0.25
6164260, 0.33
6165076, 0.47
6165888, 0.62
6166696, 0.78
6167508, 0.98
6168324, 1.11
6169140, 1.19
6169956, 1.22
6170772, 1.21
6171580, 1.16
6172396, 1.09
6173212, 0.96
6174024, 0.82
6174836, 0.66
6175644, 0.46
6176460, 0.31
6177272, 0.22
6178084, 0.19
6178892, 0.19
6179700, 0.22
6180516, 0.29
6181328, 0.41
6182140, 0.55
6182948, 0.69
6183756, 0.89
6184572, 1.06
6185380, 1.16
6186196, 1.21
6187008, 1.21
6187824, 1.19
6188640, 1.12
6189452, 1.03
6190260, 0.88
6191068, 0.74
6191884, 0.56
6192700, 0.37
6193512, 0.26
6194324, 0.20
6195132, 0.19
6195948, 0.20
6196764, 0.26
6197576, 0.34
6198388, 0.48
6199196, 0.63
6200012, 0.79
6200824, 0.99
6201632, 1.12
6202444, 1.19
6203256, 1.22
6204072, 1.21
6204884, 1.16
6205700, 1.09
6206508, 0.95
6207316, 0.81
6208132, 0.65
6208944, 0.45
6209752, 0.31
6210572, 0.22
6211380, 0.19
6212196, 0.19
6213008, 0.23
6213820, 0.29
6214628, 0.41
6215444, 0.56
6216260, 0.70
6217072, 0.90
6217884, 1.07
6218692, 1.16
6219508, 1.21
6220328, 1.21
6221140, 1.18
6221956, 1.12
6222768, 1.02
6223580, 0.87
6224396, 0.73
6225208, 0.54
6226020, 0.37
6226828, 0.25
6227644, 0.20
6228456, 0.19
6229268, 0.21
6230076, 0.26
6230884, 0.34
6231700, 0.49
6232512, 0.63
6233324, 0.80
6234136, 1.00
6234948, 1.12
6235764, 1.19
6236580, 1.21
6237396, 1.20
6238208, 1.15
6239024, 1.08
6239836, 0.94
6240648, 0.80
6241460, 0.64
6242268, 0.44
6243084, 0.30
6243900, 0.22
6244712, 0.18
6245524, 0.19
6246332, 0.23
6247148, 0.30
6247964, 0.43
6248776, 0.57
6249584, 0.72
6250396, 0.91
6251212, 1.07
6252020, 1.16
6252836, 1.21
6253644, 1.22
6254456, 1.18
6255272, 1.11
6256092, 1.01
6256904, 0.87
6257708, 0.72
6258516, 0.53
6259332, 0.36
6260144, 0.25
6260956, 0.20
6261772, 0.19
6262580, 0.21
6263396, 0.27
6264208, 0.35
6265020, 0.50
6265828, 0.64
6266644, 0.82
6267460, 1.01
6268268, 1.13
6269084, 1.19
6269896, 1.22
6270712, 1.20
6271528, 1.15
6272348, 1.07
6273156, 0.93
6273964, 0.79
6274780, 0.63
6275596, 0.43
6276408, 0.29
6277220, 0.22
6278028, 0.19
6278844, 0.19
6279656, 0.24
6280468, 0.30
6281276, 0.43
6282084, 0.57
6282900, 0.72
6283712, 0.93
6284524, 1.08
6285336, 1.17
6286148, 1.21
6286964, 1.21
6287780, 1.18
6288596, 1.11
6289404, 1.00
6290220, 0.86
6291036, 0.71
6291848, 0.52
6292660, 0.34
6293468, 0.24
6294284, 0.19
6295100, 0.19
6295912, 0.21
6296728, 0.27
6297540, 0.37
6298356, 0.51
6299172, 0.65
6299984, 0.84
6300796, 1.02
6301604, 1.13
6302420, 1.20
6303236, 1.21
6304052, 1.20
6304860, 1.14
6305672, 1.07
6306492, 0.92
6307304, 0.78
6308112, 0.61
6308924, 0.41
6309732, 0.29
6310548, 0.21
6311360, 0.18
6312172, 0.19
6312984, 0.24
6313796, 0.31
6314612, 0.44
6315424, 0.59
6316236, 0.74
6317044, 0.94
6317860, 1.09
6318676, 1.17
6319492, 1.21
6320308, 1.21
6321120, 1.17
6321936, 1.10
6322752, 0.99
6323568, 0.84
6324376, 0.69
6325188, 0.50
6326004, 0.34
6326820, 0.23
6327632, 0.19
